"participant","age","gender","accuracy_practice","mean_latency_practice","D1_practice","accuracy","mean_latency","D1","accuracy_with_inducers","mean_latency_with_inducers","D1_with_inducers"
1,NA,NA,0.52,0.84,0.33,0.51,0.59,-0.62,0.76,0.8,-0.58
