instructions,false_label,true_label,trial_type,descriptor,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,required_response.keys,required_response.corr,required_response.rt,feedback_response.keys,feedback_response.corr,feedback_response.rt,participant,gender,age,frameRate,expName,date,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,4,4,4,0,3,3,1,e,1,0.117799043655,i,1,0.0675399303436,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,4,4,4,0,4,4,4,i,1,0.101274967194,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,4,4,4,0,5,5,3,i,1,0.150815010071,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,4,4,4,1,0,6,5,e,1,0.168200016022,i,1,0.117890119553,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,4,4,4,1,1,7,1,e,1,0.134707212448,i,1,0.0668959617615,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,4,4,4,1,2,8,5,e,1,0.117569923401,i,1,0.0677180290222,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,4,4,4,1,3,9,2,e,1,0.118072986603,i,1,0.0669479370117,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,4,4,4,1,4,10,2,e,1,0.101294994354,i,1,0.0337460041046,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,4,4,4,1,5,11,3,i,1,0.0675601959229,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,4,4,4,2,0,12,4,i,1,0.118463039398,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,4,4,4,2,1,13,3,i,1,0.101749181747,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,4,4,4,2,2,14,3,i,1,0.101375102997,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,4,4,4,2,3,15,5,e,1,0.218195915222,i,1,0.151340961456,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,4,4,4,2,4,16,1,e,1,0.118596076965,i,1,0.0663001537323,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,4,4,4,2,5,17,1,e,1,0.100768089294,i,1,0.0338990688324,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,4,4,4,3,0,18,0,i,1,0.066822052002,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,4,4,4,3,1,19,4,i,1,0.083899974823,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,4,4,4,3,2,20,1,e,1,0.150939941406,i,1,0.101094961166,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,4,4,4,3,3,21,3,i,1,0.0523829460144,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,4,4,4,3,4,22,2,e,1,0.151576042175,i,1,0.101681947708,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,4,4,4,3,5,23,3,i,1,0.0515451431274,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,4,4,4,4,0,24,3,i,1,0.0676519870758,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,4,4,4,4,1,25,2,e,1,0.151657104492,i,1,0.117380142212,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,4,4,4,4,2,26,1,e,1,0.100301980972,i,1,0.0674240589142,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,4,4,4,4,3,27,4,i,1,0.0182130336761,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,4,4,4,4,4,28,0,i,1,0.100858926773,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,4,4,4,4,5,29,0,i,1,0.0843780040741,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,4,4,4,5,0,30,3,i,1,0.101600170135,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,4,4,4,5,1,31,0,i,1,0.117925882339,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,4,4,4,5,2,32,5,e,1,0.184801101685,i,1,0.117650032043,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,4,4,4,5,3,33,3,i,1,0.117736101151,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,4,4,4,5,4,34,5,e,1,0.184849023819,i,1,0.100110054016,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,4,4,4,5,5,35,5,e,1,0.135205030441,i,1,0.0514559745789,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,4,4,4,6,0,36,5,e,1,0.101588010788,i,1,0.0337851047516,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,4,4,4,6,1,37,0,i,1,0.670761823654,e,1,0.100584983826,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,4,4,4,6,2,38,0,i,1,0.234737157822,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,4,4,4,6,3,39,2,e,1,0.186069965363,i,1,0.136225938797,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,4,4,4,6,4,40,0,i,1,0.0507018566132,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,4,4,4,6,5,41,5,e,1,0.16695022583,i,1,0.0836250782013,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,4,4,4,7,0,42,0,i,1,0.0352890491486,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,4,4,4,7,1,43,1,e,1,0.185151815414,i,1,0.117670059204,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,4,4,4,7,2,44,4,i,1,0.0343120098114,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,4,4,4,7,3,45,2,e,1,0.151443958282,i,1,0.100081920624,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,4,4,4,7,4,46,2,e,1,0.0833399295807,i,1,0.0509738922119,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,4,4,4,7,5,47,4,i,1,0.101125955582,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,4,4,4,8,0,48,1,e,1,0.135365009308,i,1,0.101907014847,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,4,4,4,8,1,49,1,e,1,0.168167114258,i,1,0.086147069931,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,4,4,4,8,2,50,0,i,1,0.0339670181274,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,4,4,4,8,3,51,2,e,1,0.151614904404,i,1,0.0844550132751,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,4,4,4,8,4,52,4,i,1,0.0679140090942,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,4,4,4,8,5,53,3,i,1,0.0842201709747,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,4,4,4,9,0,54,2,e,1,0.117001056671,i,1,0.0841019153595,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,4,4,4,9,1,55,5,e,1,0.117366075516,i,1,0.0677618980408,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,4,4,4,9,2,56,2,e,1,0.085587978363,i,1,0.0350079536438,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,4,4,4,9,3,57,4,i,1,0.0687689781189,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,4,4,4,9,4,58,0,i,1,0.102332115173,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,4,4,4,9,5,59,4,i,1,0.102209091187,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
