instructions,false_label,true_label,trial_type,descriptor,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,required_response.keys,required_response.corr,required_response.rt,feedback_response.keys,feedback_response.corr,feedback_response.rt,participant,gender,age,frameRate,expName,date,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,2,2,2,2,5,17,5,i,1,0.100818157196,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,2,2,2,3,0,18,3,e,1,0.268642902374,i,1,0.201580047607,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,2,2,2,3,1,19,4,e,1,0.219936132431,i,1,0.169731855392,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,2,2,2,3,2,20,0,i,1,0.119117021561,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,2,2,2,3,3,21,1,e,1,0.253170967102,i,1,0.168380975723,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,2,2,2,3,4,22,3,e,1,0.151160001755,i,1,0.102225065231,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,2,2,2,3,5,23,4,e,1,0.201481103897,i,1,0.134876966476,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,2,2,2,4,0,24,4,e,1,0.234874010086,i,1,0.151211977005,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,2,2,2,4,1,25,1,e,1,0.267359972,i,1,0.168256998062,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,2,2,2,4,2,26,4,e,1,0.251731157303,i,1,0.15184378624,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,2,2,2,4,3,27,2,i,1,0.152070045471,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,2,2,2,4,4,28,3,e,1,0.218480825424,i,1,0.168533086777,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,2,2,2,4,5,29,5,i,1,0.101298809052,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,2,2,2,5,0,30,1,e,1,0.234776973724,i,1,0.150768041611,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,2,2,2,5,1,31,0,i,1,0.151642084122,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,2,2,2,5,2,32,2,i,1,0.100945949554,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,2,2,2,5,3,33,1,e,1,0.251345157623,i,1,0.202025175095,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,2,2,2,5,4,34,5,i,1,0.151915073395,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,2,2,2,5,5,35,0,i,1,0.151443958282,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,2,2,2,6,0,36,4,e,1,0.284809827805,i,1,0.201787948608,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,2,2,2,6,1,37,0,i,1,0.118347167969,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,2,2,2,6,2,38,5,i,1,0.169174909592,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,2,2,2,6,3,39,5,i,1,0.200057029724,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,2,2,2,6,4,40,4,e,1,0.269240140915,i,1,0.217458963394,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,2,2,2,6,5,41,2,i,1,0.186066865921,e,1,0.185795783997,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,2,2,2,7,0,42,2,i,1,0.150917053223,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,2,2,2,7,1,43,2,i,1,0.134648084641,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,2,2,2,7,2,44,1,e,1,0.218827962875,i,1,0.150073051453,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,2,2,2,7,3,45,5,i,1,0.134371995926,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,2,2,2,7,4,46,0,i,1,0.167896032333,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,2,2,2,7,5,47,4,e,1,0.219975948334,i,1,0.168238162994,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,2,2,2,8,0,48,0,i,1,0.15127491951,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,2,2,2,8,1,49,1,e,1,0.268202066422,i,1,0.201229095459,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,2,2,2,8,2,50,2,i,1,0.13592004776,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,2,2,2,8,3,51,1,e,1,0.235147953033,i,1,0.18498301506,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,2,2,2,8,4,52,3,e,1,0.184537172318,i,1,0.137140989304,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,2,2,2,8,5,53,3,e,1,0.200721979141,i,1,0.0997180938721,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,2,2,2,9,0,54,2,i,1,0.0522589683533,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,2,2,2,9,1,55,2,i,1,0.167759180069,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,2,2,2,9,2,56,4,e,1,0.3032310009,i,1,0.185767889023,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,2,2,2,9,3,57,0,i,1,0.118601083755,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,1,inducer_1,0,2,2,2,9,4,58,0,i,1,0.135110139847,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,2,2,2,9,5,59,3,e,1,0.252562046051,i,1,0.185618162155,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,3,3,3,0,0,0,1,i,1,0.201401948929,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,3,3,3,0,1,1,1,i,1,0.167650222778,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,3,3,3,0,2,2,0,e,1,0.218279838562,i,1,0.167727947235,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,3,3,3,0,3,3,3,e,1,0.118534088135,i,1,0.100626945496,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,3,3,3,1,0,4,3,e,1,0.201910018921,i,1,0.151657819748,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,3,3,3,1,1,5,2,i,1,0.134453058243,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,3,3,3,1,2,6,0,e,1,0.234934091568,i,1,0.185173988342,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,3,3,3,1,3,7,1,i,1,0.119074106216,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,3,3,3,2,0,8,2,i,1,0.201534986496,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,3,3,3,2,1,9,2,i,1,0.135056972504,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,3,3,3,2,2,10,2,i,1,0.15218091011,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,3,3,3,2,3,11,3,e,1,0.184499025345,i,1,0.118518829346,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,3,3,3,3,0,12,3,e,1,0.135056018829,i,1,0.0507349967957,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,3,3,3,3,1,13,1,i,1,0.0840308666229,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,3,3,3,3,2,14,0,e,1,0.235070943832,i,1,0.168056964874,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,3,3,3,3,3,15,0,e,1,0.168179988861,i,1,0.117300987244,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,4,target_2,0,3,3,3,4,0,16,1,i,1,0.151393890381,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,3,3,3,4,1,17,3,e,1,0.218755960464,i,1,0.183979988098,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,3,3,3,4,2,18,2,i,1,0.0838940143585,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,3,target_1,0,3,3,3,4,3,19,0,e,1,0.218302965164,i,1,0.185877084732,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,6,target_4,0,4,4,4,0,0,0,5,e,1,0.184189081192,i,1,0.134838819504,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,5,target_3,0,4,4,4,0,1,1,4,i,1,0.0850970745087,None,0,,,,,59.8752617747,RRT,2016_May_01_1658,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",FALSE,TRUE,2,inducer_2,0,4,4,4,0,2,2,1,e,1,0.201131105423,i,1,0.135194778442,,,,59.8752617747,RRT,2016_May_01_1658,
