instructions,stimulus,trial_type,true_label,false_label,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,required_response.keys,required_response.corr,required_response.rt,feedback_response.keys,feedback_response.corr,feedback_response.rt,participant,gender,age,frameRate,expName,date,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am not dumb,6,TRUE,FALSE,0,2,2,2,0,25,25,29,i,1,0.536957979202,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am good,3,TRUE,FALSE,0,2,2,2,0,26,26,10,i,1,0.419704914093,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am not worthwhile,5,TRUE,FALSE,0,2,2,2,0,27,27,22,e,1,0.787737846375,i,1,0.435441970825,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am interesting,3,TRUE,FALSE,0,2,2,2,0,28,28,13,i,1,0.35311794281,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",Right,1,TRUE,FALSE,0,2,2,2,0,29,29,2,i,1,0.80458688736,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am worthless,4,TRUE,FALSE,0,2,2,2,1,0,30,17,e,1,0.619869947433,i,1,0.50389790535,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am not good,5,TRUE,FALSE,0,2,2,2,1,1,31,20,e,1,0.485734939575,i,1,0.417850971222,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am interesting,3,TRUE,FALSE,0,2,2,2,1,2,32,13,i,1,0.437376022339,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am boring,4,TRUE,FALSE,0,2,2,2,1,3,33,18,e,1,0.620213031769,i,1,0.552996873856,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am worthwhile,3,TRUE,FALSE,0,2,2,2,1,4,34,12,i,1,0.452990055084,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",Correct,1,TRUE,FALSE,0,2,2,2,1,5,35,1,i,1,0.50382900238,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",False,2,TRUE,FALSE,0,2,2,2,1,6,36,5,e,1,0.585099220276,i,1,0.502216100693,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",Untrue,2,TRUE,FALSE,0,2,2,2,1,7,37,9,e,1,0.554270982742,i,1,0.486641168594,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am bad,4,TRUE,FALSE,0,2,2,2,1,8,38,15,e,1,0.586553096771,i,1,0.519199132919,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am not bad,6,TRUE,FALSE,0,2,2,2,1,9,39,25,i,1,0.5028860569,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",Right,1,TRUE,FALSE,0,2,2,2,1,10,40,2,i,1,0.737663984299,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am not kind,5,TRUE,FALSE,0,2,2,2,1,11,41,24,e,1,0.603163003922,i,1,0.469058990479,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am not a failure,6,TRUE,FALSE,0,2,2,2,1,12,42,26,i,1,0.487279891968,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am not worthwhile,5,TRUE,FALSE,0,2,2,2,1,13,43,22,e,1,0.687644004822,i,1,0.587718963623,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am not valuable,5,TRUE,FALSE,0,2,2,2,1,14,44,21,e,1,0.686826944351,i,1,0.586590051651,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am good,3,TRUE,FALSE,0,2,2,2,1,15,45,10,i,1,0.972299098969,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am a failure,4,TRUE,FALSE,0,2,2,2,1,16,46,16,e,1,0.72049498558,i,1,0.619785070419,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am kind,3,TRUE,FALSE,0,2,2,2,1,17,47,14,i,1,0.571732997894,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am not boring,6,TRUE,FALSE,0,2,2,2,1,18,48,28,i,1,0.553502082825,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am dumb,4,TRUE,FALSE,0,2,2,2,1,19,49,19,e,1,0.586822986603,i,1,0.519404172897,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",Accurate,1,TRUE,FALSE,0,2,2,2,1,20,50,3,i,1,0.470064163208,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am not dumb,6,TRUE,FALSE,0,2,2,2,1,21,51,29,i,1,0.737236022949,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",True,1,TRUE,FALSE,0,2,2,2,1,22,52,0,i,1,6.73440790176,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am not interesting,5,TRUE,FALSE,0,2,2,2,1,23,53,23,e,1,0.721031904221,i,1,0.65354013443,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",Inaccurate,2,TRUE,FALSE,0,2,2,2,1,24,54,8,e,1,0.65415096283,i,1,0.553985118866,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",Confirm,1,TRUE,FALSE,0,2,2,2,1,25,55,4,i,1,0.418244123459,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am valuable,3,TRUE,FALSE,0,2,2,2,1,26,56,11,i,1,0.436469078064,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",I am not worthless,6,TRUE,FALSE,0,2,2,2,1,27,57,27,i,1,0.486961126328,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",Wrong,2,TRUE,FALSE,0,2,2,2,1,28,58,7,e,1,0.771420955658,i,1,0.670025110245,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am good and not bad',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake hit the correct key as soon as possible.

Press E or I to continue.",Incorrect,2,TRUE,FALSE,0,2,2,2,1,29,59,6,e,1,0.619778156281,i,1,0.536634206772,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not worthwhile,5,TRUE,FALSE,0,3,3,3,0,0,0,12,i,1,4.53941893578,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am worthless,4,TRUE,FALSE,0,3,3,3,0,1,1,7,i,1,3.23184299469,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am valuable,3,TRUE,FALSE,0,3,3,3,0,2,2,1,e,1,0.721077919006,i,1,0.720597028732,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not dumb,6,TRUE,FALSE,0,3,3,3,0,3,3,19,e,1,0.570177078247,i,1,0.486603021622,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am good,3,TRUE,FALSE,0,3,3,3,0,4,4,0,e,1,0.536494970322,i,1,0.435163021088,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am a failure,4,TRUE,FALSE,0,3,3,3,0,5,5,6,i,1,0.452884912491,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am worthwhile,3,TRUE,FALSE,0,3,3,3,0,6,6,2,e,1,0.703860998154,i,1,0.570072889328,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not valuable,5,TRUE,FALSE,0,3,3,3,0,7,7,11,i,1,0.420163869858,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am dumb,4,TRUE,FALSE,0,3,3,3,0,8,8,9,i,1,0.654706001282,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not a failure,6,TRUE,FALSE,0,3,3,3,0,9,9,16,e,1,0.8546230793,i,1,0.637264966965,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not boring,6,TRUE,FALSE,0,3,3,3,0,10,10,18,e,1,0.720520973206,i,1,0.620464086533,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not interesting,5,TRUE,FALSE,0,3,3,3,0,11,11,13,i,1,0.503139972687,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am boring,4,TRUE,FALSE,0,3,3,3,0,12,12,8,i,1,0.603834867477,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not bad,6,TRUE,FALSE,0,3,3,3,0,13,13,15,e,1,0.787673950195,i,1,0.703514099121,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am bad,4,TRUE,FALSE,0,3,3,3,0,14,14,5,i,1,0.555010080338,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not worthless,6,TRUE,FALSE,0,3,3,3,0,15,15,17,e,1,0.804808139801,i,1,0.70415186882,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am kind,3,TRUE,FALSE,0,3,3,3,0,16,16,4,e,1,0.703490972519,i,1,0.61995100975,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not good,5,TRUE,FALSE,0,3,3,3,0,17,17,10,i,1,0.60431098938,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not kind,5,TRUE,FALSE,0,3,3,3,0,18,18,14,i,1,0.603645086288,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents only the blue statements.

IMPORANT: THE RULE FOR THE BLUE STATEMENTS HAS NOW CHANGED.

You must respond AS IF 'I am bad and not good'.

For example:
When 'I am valuable' appears, respond with FALSE.
When 'I am worthless' appears, respond with TRUE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am interesting,3,TRUE,FALSE,0,3,3,3,0,19,19,3,e,1,0.703554868698,i,1,0.586062192917,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Right,1,TRUE,FALSE,0,4,4,4,0,0,0,2,i,1,0.503872871399,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Confirm,1,TRUE,FALSE,0,4,4,4,0,1,1,4,i,1,0.587506055832,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not valuable,5,TRUE,FALSE,0,4,4,4,0,2,2,21,i,1,0.671253919601,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not a failure,6,TRUE,FALSE,0,4,4,4,0,3,3,26,e,1,0.569363117218,i,1,0.502798080444,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am worthless,4,TRUE,FALSE,0,4,4,4,0,4,4,17,i,1,0.453065872192,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not interesting,5,TRUE,FALSE,0,4,4,4,0,5,5,23,i,1,0.536711931229,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Wrong,2,TRUE,FALSE,0,4,4,4,0,6,6,7,e,1,0.653792858124,i,1,0.569342851639,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am a failure,4,TRUE,FALSE,0,4,4,4,0,7,7,16,i,1,0.435849189758,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Untrue,2,TRUE,FALSE,0,4,4,4,0,8,8,9,e,1,0.737210988998,i,1,0.619796037674,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not bad,6,TRUE,FALSE,0,4,4,4,0,9,9,25,e,1,0.535718202591,i,1,0.435225963593,1,,,59.8221439992,RRT,2016_May_01_0130,
